,Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_x,traveltime_x,studytime_x,failures_x,schoolsup_x,famsup_x,paid_x,activities_x,nursery,higher_x,internet,romantic_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,guardian_y,traveltime_y,studytime_y,failures_y,schoolsup_y,famsup_y,paid_y,activities_y,higher_y,romantic_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,G3_y
192,192,0,1,17,0,0,1,1,1,0,4,0,0,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8,8,0,0,1,2,0,0,0,0,1,1,0,5,3,3,1,1,3,0,12,11,0
193,193,0,0,17,0,0,1,1,2,0,4,1,2,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,7,8,0,2,2,2,0,0,0,0,1,1,0,4,4,4,4,5,5,16,10,11,0
194,194,0,0,16,1,0,1,3,3,4,4,2,0,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,8,9,0,0,1,1,0,0,1,0,1,1,0,4,3,2,3,4,5,0,11,10,0
195,195,0,0,16,0,0,1,2,3,5,5,3,1,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,14,1,1,2,1,0,0,0,0,0,1,0,5,3,3,1,1,3,0,13,12,0
196,196,0,1,17,0,1,1,2,4,4,4,0,1,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14,15,1,1,1,2,0,0,0,0,1,1,1,4,3,2,1,1,5,8,14,15,1
196,196,0,1,17,0,1,1,2,4,4,4,0,1,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14,15,1,1,1,2,0,0,0,0,1,1,1,4,3,2,1,1,5,8,14,15,1
197,197,0,0,17,0,0,1,4,4,4,3,3,0,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17,15,1,0,1,1,0,0,0,0,0,1,0,5,2,3,1,2,5,4,13,13,1
197,197,0,0,17,0,0,1,4,4,4,3,3,0,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17,15,1,0,1,1,0,0,0,0,0,1,0,5,2,3,1,2,5,4,13,13,1
198,198,0,0,16,1,1,1,3,3,3,5,3,1,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,9,9,0,1,3,1,0,0,1,0,1,1,0,3,3,4,3,5,3,16,10,11,0
199,199,0,1,17,0,0,1,4,4,4,3,3,0,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18,18,1,0,2,1,1,0,1,0,0,1,0,4,2,4,2,3,2,30,14,15,1
199,199,0,1,17,0,0,1,4,4,4,3,3,0,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18,18,1,0,2,1,1,0,1,0,0,1,0,4,2,4,2,3,2,30,14,15,1
200,200,0,1,16,0,1,1,4,4,3,3,2,0,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,9,9,0,0,1,2,0,0,1,0,0,1,0,4,5,2,1,2,3,0,11,10,0
201,201,0,1,16,0,0,1,4,3,1,5,3,0,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16,16,1,0,1,2,0,0,1,0,1,1,0,4,3,5,1,5,2,2,14,14,1
201,201,0,1,16,0,0,1,4,3,1,5,3,0,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16,16,1,0,1,2,0,0,1,0,1,1,0,4,3,5,1,5,2,2,14,14,1
202,202,0,1,16,0,0,1,2,3,5,5,2,0,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,8,10,0,0,1,2,0,1,1,0,1,1,0,4,4,3,1,3,4,4,11,12,0
203,203,0,1,17,0,0,1,1,1,5,5,0,0,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9,9,0,0,1,2,0,0,1,0,0,1,0,4,4,4,1,3,1,0,14,15,1
203,203,0,1,17,0,0,1,1,1,5,5,0,0,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9,9,0,0,1,2,0,0,1,0,0,1,0,4,4,4,1,3,1,0,14,15,1
204,204,0,1,17,1,0,1,2,2,5,5,2,0,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,7,6,0,0,1,1,0,0,1,0,0,1,0,5,3,2,1,2,3,21,13,13,0
205,205,0,1,16,1,0,1,2,2,4,4,2,0,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10,10,0,0,2,4,0,0,1,0,1,1,0,5,3,5,1,1,5,6,13,13,0
206,206,0,1,17,0,0,1,3,4,0,4,3,0,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,10,9,0,0,1,3,1,0,1,1,0,1,1,4,4,3,3,4,5,14,8,9,0
207,207,0,1,16,0,0,0,3,1,4,5,0,0,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7,7,0,0,1,2,0,0,1,0,0,1,0,2,3,3,2,2,4,2,11,11,0
208,208,0,1,16,0,0,1,4,3,3,5,1,0,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11,12,0,0,1,2,0,0,0,0,1,1,1,1,3,2,1,1,1,4,14,15,1
208,208,0,1,16,0,0,1,4,3,3,5,1,0,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11,12,0,0,1,2,0,0,0,0,1,1,1,1,3,2,1,1,1,4,14,15,1
209,209,0,1,16,0,0,1,1,1,0,5,3,0,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9,9,0,0,2,1,0,0,1,0,0,1,0,4,3,2,1,4,5,2,12,13,0
210,210,0,1,17,1,0,1,4,3,3,5,2,0,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7,7,0,0,2,3,0,0,1,0,1,1,1,4,4,2,1,1,4,0,11,12,0
211,211,0,1,19,0,0,1,3,3,5,5,2,2,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8,8,0,2,1,4,0,0,1,0,1,1,0,4,3,3,1,2,3,4,12,12,0
212,212,0,0,17,0,1,1,4,4,4,5,3,0,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12,12,0,0,1,2,0,0,1,0,0,1,1,5,3,5,4,5,3,15,13,12,0
213,213,0,1,16,0,0,0,2,2,5,5,2,0,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,1,0,1,2,0,1,1,0,0,1,0,3,3,4,1,1,4,0,13,13,0
214,214,0,0,18,0,0,1,2,2,4,5,3,0,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,6,7,0,0,1,2,0,0,1,0,1,1,0,4,4,4,2,4,5,10,12,11,0
215,215,0,1,17,1,1,1,4,4,4,5,1,0,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,8,10,0,0,1,1,0,0,1,0,0,1,0,5,2,1,1,2,3,6,12,11,0
216,216,0,1,17,0,1,1,3,2,5,5,2,0,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14,15,1,0,2,2,0,0,0,0,0,1,0,4,4,4,1,3,1,2,14,16,1
216,216,0,1,17,0,1,1,3,2,5,5,2,0,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14,15,1,0,2,2,0,0,0,0,0,1,0,4,4,4,1,3,1,2,14,16,1
217,217,0,1,17,0,0,1,4,3,5,5,2,0,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,6,6,0,0,1,2,0,0,0,0,0,1,1,3,4,5,2,4,1,16,11,9,0
218,218,0,0,18,0,1,1,3,3,4,1,3,1,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6,6,0,1,1,2,0,0,1,0,0,1,0,3,2,4,2,4,4,10,10,10,0
219,219,0,1,17,0,0,1,2,3,0,5,3,1,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7,7,0,1,2,1,0,0,1,0,0,1,0,3,3,3,1,4,3,4,12,13,0
220,220,0,1,17,0,0,1,2,2,0,0,0,0,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,9,10,0,0,1,3,0,0,1,0,1,1,0,4,3,3,1,1,4,0,12,12,0
221,221,0,1,17,1,0,1,2,1,0,4,2,0,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6,6,0,0,2,2,0,0,1,0,1,1,0,4,2,5,1,2,5,0,11,10,0
222,222,0,1,17,0,0,1,1,1,0,5,2,0,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,6,5,0,0,1,3,0,0,1,0,1,1,1,4,3,4,1,1,5,12,12,12,0
223,223,0,1,16,0,0,1,2,3,4,3,1,0,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,1,0,1,2,0,1,0,0,0,1,0,2,3,1,1,1,3,0,13,13,1
223,223,0,1,16,0,0,1,2,3,4,3,1,0,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,1,0,1,2,0,1,0,0,0,1,0,2,3,1,1,1,3,0,13,13,1
224,224,0,0,18,0,0,1,2,2,5,5,3,0,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,12,13,0,0,2,2,3,0,1,1,0,1,0,3,3,3,5,5,4,9,10,9,0
225,225,0,1,16,0,0,1,4,4,3,4,3,0,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13,13,1,0,1,3,0,0,1,0,1,1,0,5,3,2,1,1,5,4,15,16,1
225,225,0,1,16,0,0,1,4,4,3,4,3,0,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13,13,1,0,1,3,0,0,1,0,1,1,0,5,3,2,1,1,5,4,15,16,1
226,226,0,1,18,1,0,1,3,1,5,5,2,0,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,9,8,0,0,1,2,0,0,0,0,1,1,1,5,3,3,1,1,4,4,8,8,0
227,227,0,1,17,0,0,1,3,2,5,5,0,0,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,1,0,1,2,0,0,0,0,1,1,0,5,3,4,1,3,3,2,17,18,1
227,227,0,1,17,0,0,1,3,2,5,5,0,0,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,1,0,1,2,0,0,0,0,1,1,0,5,3,4,1,3,3,2,17,18,1
228,228,0,0,17,0,1,1,2,3,4,4,2,1,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,12,11,0,1,1,2,0,0,1,0,0,1,0,5,3,3,1,3,3,0,10,11,0
229,229,0,0,18,0,1,1,2,1,0,5,0,0,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,10,8,0,0,4,2,0,1,1,0,1,1,1,4,3,2,4,5,3,2,9,10,0
230,230,0,1,17,0,0,0,2,1,5,5,0,0,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,10,0,0,2,3,0,0,0,0,1,1,1,3,2,3,1,2,3,0,15,15,1
230,230,0,1,17,0,0,0,2,1,5,5,0,0,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,10,0,0,2,3,0,0,0,0,1,1,1,3,2,3,1,2,3,0,15,15,1
231,231,0,1,17,0,1,1,4,3,1,5,2,1,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13,13,1,1,1,2,0,0,0,0,1,1,1,3,2,3,1,2,3,0,14,12,0
232,232,0,0,17,1,0,1,2,2,5,5,0,1,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11,11,0,1,2,2,0,0,1,0,1,1,0,4,5,2,1,1,1,0,12,13,0
233,233,0,0,17,0,0,1,4,4,3,3,2,0,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,11,9,0,0,1,2,0,1,1,0,1,1,1,4,5,5,1,3,2,0,13,13,0
234,234,0,0,16,0,0,1,4,4,1,5,2,1,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,0,1,1,2,0,0,1,0,1,1,0,4,2,4,2,4,1,0,13,13,1
234,234,0,0,16,0,0,1,4,4,1,5,2,1,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,0,1,1,2,0,0,1,0,1,1,0,4,2,4,2,4,1,0,13,13,1
235,235,0,0,16,0,1,1,1,1,5,5,3,0,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,9,7,0,0,2,2,0,0,1,0,0,1,0,3,4,2,1,1,5,2,9,9,0
236,236,0,0,16,0,0,1,3,2,0,5,2,0,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,11,9,0,0,2,3,0,0,0,0,1,1,1,5,3,3,1,3,2,0,12,12,0
237,237,0,0,17,0,1,1,2,2,5,5,3,1,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,14,13,0,1,1,2,0,0,0,0,1,1,1,4,4,2,5,5,4,0,16,16,1
237,237,0,0,17,0,1,1,2,2,5,5,3,1,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,14,13,0,1,1,2,0,0,0,0,1,1,1,4,4,2,5,5,4,0,16,16,1
238,238,0,1,16,0,0,1,2,1,5,5,3,0,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,13,12,0,0,1,1,0,0,0,0,0,1,1,4,5,2,1,1,5,4,9,10,0
239,239,0,1,17,1,0,1,2,1,0,4,0,0,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,11,0,0,3,2,0,0,0,0,1,1,0,2,1,1,1,1,3,2,13,13,0
240,240,0,0,18,0,0,1,2,2,5,4,2,1,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,7,7,0,1,1,2,0,0,0,0,0,0,0,5,5,4,3,5,2,16,8,7,0
241,241,0,0,17,0,1,1,4,3,1,5,0,0,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12,12,0,0,2,2,0,0,0,0,1,1,1,2,5,5,1,4,5,8,15,15,1
241,241,0,0,17,0,1,1,4,3,1,5,0,0,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12,12,0,0,2,2,0,0,0,0,1,1,1,2,5,5,1,4,5,8,15,15,1
242,242,0,0,17,1,1,0,4,4,3,5,0,0,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,10,11,0,0,2,2,0,0,1,0,0,1,0,3,3,3,2,3,4,0,12,12,0
243,243,0,0,16,0,1,1,4,3,3,5,0,0,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,6,0,0,0,1,1,0,0,0,0,1,1,0,5,4,5,1,1,3,7,14,14,1
243,243,0,0,16,0,1,1,4,3,3,5,0,0,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,6,0,0,0,1,1,0,0,0,0,1,1,0,5,4,5,1,1,3,7,14,14,1
244,244,0,0,16,0,0,1,4,4,4,4,0,0,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,0,0,1,3,0,0,1,0,1,1,0,5,3,3,1,3,5,0,15,13,0
245,245,0,0,16,0,0,1,4,4,4,4,0,0,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,0,0,1,1,0,0,0,1,1,1,0,5,3,2,1,2,5,4,14,15,1
245,245,0,0,16,0,0,1,4,4,4,4,0,0,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,0,0,1,1,0,0,0,1,1,1,0,5,3,2,1,2,5,4,14,15,1
246,246,0,1,18,0,0,1,2,1,5,5,0,2,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,7,0,0,2,2,3,0,0,1,0,0,1,1,4,4,4,1,1,3,10,12,10,0
247,247,0,0,16,0,0,1,2,1,5,5,0,0,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,18,1,0,3,1,0,0,0,0,0,1,0,4,3,3,1,1,4,7,15,16,1
247,247,0,0,16,0,0,1,2,1,5,5,0,0,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,18,1,0,3,1,0,0,0,0,0,1,0,4,3,3,1,1,4,7,15,16,1
248,248,0,0,17,0,0,1,2,3,5,5,0,1,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12,12,0,1,2,1,0,0,0,0,0,1,0,5,2,2,1,1,2,2,9,12,0
249,249,0,0,22,0,0,1,3,1,4,4,1,0,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,6,8,0,0,1,1,3,0,0,0,0,0,1,5,4,5,5,5,1,12,7,8,0
250,250,0,0,18,1,1,1,3,3,5,4,0,0,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,3,5,0,0,1,2,0,0,1,0,0,1,1,4,3,3,1,3,5,8,10,9,0
251,251,0,0,16,0,0,1,0,2,5,5,1,0,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,13,15,1,0,1,1,0,0,0,0,0,1,0,4,3,2,2,4,5,0,11,12,0
252,252,0,0,18,0,0,1,3,2,4,5,0,0,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,6,8,0,0,2,1,0,0,0,0,0,0,0,4,4,5,2,4,5,8,7,8,0
253,253,0,0,16,0,0,1,3,3,0,5,2,2,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,7,10,0,2,3,2,1,1,1,0,0,1,0,5,3,3,1,3,2,4,9,11,0
254,254,0,0,18,0,0,1,2,1,4,4,1,0,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,6,9,0,0,1,1,2,0,0,0,0,0,0,3,2,5,2,5,5,4,7,8,0
255,255,0,0,16,1,0,1,2,1,5,5,0,0,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8,9,0,0,2,1,0,0,0,0,1,1,0,3,3,2,1,3,3,2,14,13,0
256,256,0,0,17,1,0,1,2,1,5,5,0,0,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,8,12,0,0,1,1,0,0,0,0,0,1,0,4,4,2,2,4,5,0,12,12,0
257,257,0,0,17,0,1,1,1,1,1,5,0,0,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,7,9,0,0,2,1,1,0,1,0,1,1,0,4,4,4,1,2,5,0,9,10,0
258,258,0,1,17,0,1,1,4,2,3,4,2,0,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,14,12,0,0,1,4,0,0,1,0,1,1,0,4,2,3,1,1,4,2,14,15,1
258,258,0,1,17,0,1,1,4,2,3,4,2,0,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,14,12,0,0,1,4,0,0,1,0,1,1,0,4,2,3,1,1,4,2,14,15,1
259,259,0,0,19,0,1,0,4,3,4,0,2,0,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11,11,0,0,1,2,0,0,1,0,0,1,0,4,3,1,1,1,1,4,11,13,1
259,259,0,0,19,0,1,0,4,3,4,0,2,0,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11,11,0,0,1,2,0,0,1,0,0,1,0,4,3,1,1,1,1,4,11,13,1
260,260,0,0,18,0,0,1,2,1,5,5,3,0,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15,14,1,0,1,2,0,0,0,0,1,1,0,5,2,4,1,2,4,2,16,16,1
260,260,0,0,18,0,0,1,2,1,5,5,3,0,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15,14,1,0,1,2,0,0,0,0,1,1,0,5,2,4,1,2,4,2,16,16,1
261,261,0,1,17,0,1,1,2,2,4,4,0,1,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,10,9,0,1,1,4,0,0,0,0,1,1,1,3,4,1,1,1,2,2,10,11,0
262,262,0,1,18,0,0,1,4,3,4,5,3,1,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17,18,1,1,1,2,0,0,1,0,0,1,1,3,1,2,1,3,2,2,15,15,1
262,262,0,1,18,0,0,1,4,3,4,5,3,1,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17,18,1,1,1,2,0,0,1,0,0,1,1,3,1,2,1,3,2,2,15,15,1
263,263,0,0,18,0,0,1,4,3,3,5,0,0,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8,8,0,0,1,2,0,0,1,0,0,1,0,4,3,2,1,1,3,2,10,10,0
264,264,0,0,18,1,0,1,3,2,5,5,0,0,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,13,12,0,0,1,3,0,0,0,0,1,1,0,5,3,2,1,1,3,2,10,11,0
265,265,0,1,17,0,0,1,3,3,5,5,3,0,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10,9,0,0,1,3,0,0,0,0,1,1,0,3,2,3,1,1,4,2,15,12,0
266,266,0,1,18,0,0,1,2,2,0,4,3,0,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,9,10,0,0,1,3,0,0,1,0,1,1,1,4,3,3,1,1,3,0,11,12,0
267,267,0,0,18,1,1,0,3,4,5,5,2,0,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,17,1,0,2,2,0,0,1,0,1,1,0,4,2,5,3,4,1,6,15,16,1
267,267,0,0,18,1,1,0,3,4,5,5,2,0,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,17,1,0,2,2,0,0,1,0,1,1,0,4,2,5,3,4,1,6,15,16,1
268,268,0,0,17,0,0,1,3,1,4,5,1,0,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9,9,0,0,1,2,0,0,0,0,1,1,1,5,4,4,3,4,5,0,11,11,1
268,268,0,0,17,0,0,1,3,1,4,5,1,0,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9,9,0,0,1,2,0,0,0,0,1,1,1,5,4,4,3,4,5,0,11,11,1
269,269,0,1,18,1,0,1,4,4,3,5,2,0,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,12,10,0,0,2,2,0,0,0,0,1,1,0,4,3,4,2,2,4,8,10,11,0
270,270,0,0,18,0,0,1,4,2,1,5,2,1,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,9,0,1,1,2,0,0,1,0,1,1,1,5,4,5,1,3,5,4,10,12,1
270,270,0,0,18,0,0,1,4,2,1,5,2,1,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,9,0,1,1,2,0,0,1,0,1,1,1,5,4,5,1,3,5,4,10,12,1
271,271,0,1,18,1,0,1,2,1,5,5,2,0,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,6,0,0,0,2,2,0,0,1,0,0,0,1,4,3,5,1,2,3,12,8,9,0
272,272,0,1,19,0,0,1,3,3,5,4,3,2,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,9,0,2,1,2,0,0,1,0,1,1,0,4,3,5,3,3,5,16,11,12,0
273,273,0,1,18,0,0,1,2,3,5,4,2,1,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,1,1,1,4,0,0,1,0,1,1,1,4,5,5,1,3,2,10,16,16,1
273,273,0,1,18,0,0,1,2,3,5,4,2,1,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,1,1,1,4,0,0,1,0,1,1,1,4,5,5,1,3,2,10,16,16,1
274,274,0,1,18,0,1,1,1,1,5,5,3,0,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11,11,0,0,2,2,0,0,1,0,0,1,0,4,4,3,1,1,3,2,13,13,0
275,275,0,0,17,1,0,1,1,2,0,0,3,0,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,15,14,1,0,1,2,0,0,1,0,1,1,1,3,5,2,2,2,1,2,16,17,1
275,275,0,0,17,1,0,1,1,2,0,0,3,0,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,15,14,1,0,1,2,0,0,1,0,1,1,1,3,5,2,2,2,1,2,16,17,1
276,276,0,1,17,0,0,1,2,4,0,1,2,0,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10,10,0,0,2,2,0,0,1,0,0,1,1,4,3,3,1,1,1,6,15,16,1
276,276,0,1,17,0,0,1,2,4,0,1,2,0,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10,10,0,0,2,2,0,0,1,0,0,1,1,4,3,3,1,1,1,6,15,16,1
277,277,0,1,17,0,1,1,2,2,4,5,0,0,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,12,0,0,2,2,0,1,1,0,0,1,1,4,4,4,2,3,5,6,12,12,0
278,278,0,1,18,1,0,0,3,2,5,4,3,0,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,10,9,0,0,2,2,0,0,0,0,0,0,1,4,1,1,1,1,5,15,12,9,0
279,279,0,0,18,0,0,1,4,4,3,4,3,0,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9,9,0,0,2,1,0,0,0,0,1,1,0,3,2,4,1,4,3,6,11,12,0
280,280,0,0,18,0,0,1,4,4,3,4,3,0,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9,9,0,1,1,2,0,0,1,0,1,1,0,4,3,3,2,2,2,0,12,12,0
281,281,0,0,18,0,0,1,4,4,3,4,3,1,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,10,10,0,0,2,1,0,0,0,0,1,1,0,3,2,4,1,4,3,6,11,12,0
282,282,0,0,18,0,0,1,4,4,3,4,3,1,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,10,10,0,1,1,2,0,0,1,0,1,1,0,4,3,3,2,2,2,0,12,12,0
283,283,0,1,18,0,0,1,4,4,1,1,2,1,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,9,8,0,1,1,2,1,1,1,0,1,1,1,2,4,4,1,1,4,2,14,12,0
284,284,0,0,18,0,1,1,4,3,3,4,0,0,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10,11,0,0,2,1,0,0,0,0,1,1,0,4,2,3,1,2,1,0,10,10,0
285,285,0,0,17,0,1,0,4,1,4,5,3,0,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8,8,0,0,2,1,0,0,0,0,1,1,1,4,5,4,2,4,5,22,11,11,0
286,286,0,0,17,0,1,0,3,2,3,4,3,0,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,11,9,0,0,1,1,0,0,0,0,0,1,0,4,4,4,3,4,3,18,13,13,0
287,287,0,1,18,1,1,1,1,1,0,5,2,0,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12,12,0,0,2,4,0,0,1,0,1,1,0,5,2,2,1,1,3,2,17,17,1
287,287,0,1,18,1,1,1,1,1,0,5,2,0,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12,12,0,0,2,4,0,0,1,0,1,1,0,5,2,2,1,1,3,2,17,17,1
